"customerid","recency","frequency","monetary","segment"
"16099","49 days 23:37:00","3","731.90","Regular"
"16101","8 days 19:56:00","3","1245.96","Regular"
"16102","41 days 23:31:00","3","1842.14","Regular"
"16103","6 days 22:34:00","6","1429.64","Regular"
"16104","61 days 02:27:00","1","302.36","Regular"
"16105","248 days 02:37:00","1","336.96","Lost"
"16106","65 days 02:13:00","1","108.38","New"
"16107","17 days 03:10:00","7","3204.16","Regular"
"16108","84 days 00:59:00","2","816.10","Regular"
"16109","218 days 03:33:00","2","611.88","Lost"
"16110","44 days 22:15:00","3","1337.48","Regular"
"16112","142 days 22:22:00","4","195.74","Regular"
"16113","182 days 20:34:00","1","161.38","Lost"
"16114","170 days 02:37:00","1","135.75","New"
"16115","9 days 01:18:00","8","1667.97","Regular"
"16116","205 days 03:27:00","2","592.88","Lost"
"16117","189 days 01:08:00","1","232.21","Lost"
"16119","7 days 21:39:00","2","423.36","Regular"
"16120","58 days 22:28:00","5","1294.14","Regular"
"16121","56 days 23:51:00","2","867.11","Regular"
"16122","72 days 21:16:00","4","684.42","Regular"
"16123","51 days 03:32:00","1","307.78","Regular"
"16124","315 days 20:45:00","2","187.15","Lost"
"16125","366 days 21:02:00","1","289.35","Lost"
"16126","28 days 20:47:00","4","6287.77","Regular"
"16127","38 days 22:52:00","1","656.25","Regular"
"16128","17 days 01:36:00","5","1880.22","Regular"
"16131","51 days 00:57:00","6","3506.54","Regular"
"16133","3 days 01:26:00","46","14305.66","Loyal"
"16134","21 days 02:45:00","3","603.69","Regular"
"16135","262 days 00:20:00","1","517.55","Lost"
"16136","59 days 03:40:00","3","709.38","Regular"
"16138","367 days 21:40:00","1","-7.95","Lost"
"16139","18 days 04:13:00","3","635.41","Regular"
"16140","52 days 01:51:00","4","703.77","Regular"
"16141","87 days 23:39:00","1","620.40","Regular"
"16142","249 days 02:34:00","1","535.34","Lost"
"16143","2 days 22:37:00","7","2419.84","Regular"
"16144","246 days 02:41:00","1","175.20","Lost"
"16145","8 days 02:17:00","18","3741.98","Loyal"
"16146","156 days 22:30:00","3","734.13","Regular"
"16147","133 days 02:53:00","1","375.00","Regular"
"16148","295 days 22:49:00","1","76.32","Lost"
"16149","4 days 01:21:00","2","280.52","Regular"
"16150","38 days 03:21:00","10","1906.07","Loyal"
"16152","268 days 03:03:00","1","1829.04","Lost"
"16153","49 days 02:00:00","5","1824.23","Regular"
"16156","8 days 00:08:00","13","3024.62","Loyal"
"16157","15 days 01:09:00","4","644.24","Regular"
"16159","281 days 00:23:00","1","348.20","Lost"
"16160","63 days 18:20:00","4","1009.45","Regular"
"16161","1 day 00:40:00","26","5352.97","Loyal"
"16162","251 days 21:47:00","1","37.40","Lost"
"16163","224 days 17:07:00","3","441.60","Lost"
"16164","16 days 21:46:00","4","802.53","Regular"
"16168","10 days 00:05:00","28","3770.60","Loyal"
"16169","7 days 21:22:00","4","1822.97","Regular"
"16170","50 days 04:29:00","7","1880.42","Regular"
"16171","58 days 21:59:00","1","73.20","New"
"16172","94 days 23:28:00","5","1140.21","Regular"
"16173","15 days 01:57:00","7","1406.57","Regular"
"16174","125 days 23:24:00","3","1009.55","Regular"
"16175","93 days 22:18:00","4","1037.59","Regular"
"16177","49 days 23:53:00","1","331.95","Regular"
"16178","137 days 20:45:00","1","197.90","New"
"16179","60 days 03:09:00","1","215.83","Regular"
"16180","99 days 20:22:00","10","10217.48","Loyal"
"16181","72 days 23:12:00","1","305.54","Regular"
"16182","71 days 23:27:00","4","6617.65","Regular"
"16183","66 days 21:51:00","1","338.71","Regular"
"16184","63 days 19:07:00","7","1155.54","Regular"
"16185","16 days 03:09:00","2","529.41","Regular"
"16186","22 days 00:07:00","13","3991.94","Loyal"
"16187","31 days 03:00:00","17","6841.24","Loyal"
"16188","44 days 00:31:00","4","981.86","Regular"
"16189","15 days 01:03:00","2","215.48","Regular"
"16190","39 days 20:51:00","1","215.08","Regular"
"16191","2 days 01:24:00","25","4913.32","Loyal"
"16193","236 days 01:05:00","1","314.45","Lost"
"16198","74 days 21:52:00","1","400.681","Regular"
"16200","3 days 22:10:00","2","1080.62","Regular"
"16201","2 days 20:48:00","5","1821.52","Regular"
"16202","360 days 02:07:00","1","365.27","Lost"
"16203","58 days 00:19:00","5","589.15","Regular"
"16204","22 days 23:10:00","1","405.71","Regular"
"16205","30 days 03:18:00","4","761.38","Regular"
"16206","54 days 02:09:00","4","537.06","Regular"
"16207","24 days 22:59:00","1","394.38","Regular"
"16208","44 days 01:14:00","2","664.26","Regular"
"16209","88 days 00:52:00","5","2262.62","Regular"
"16210","1 day 00:14:00","18","21086.30","Loyal"
"16211","80 days 20:27:00","2","542.77","Regular"
"16212","18 days 23:50:00","3","681.19","Regular"
"16213","78 days 02:47:00","1","159.00","New"
"16214","170 days 01:20:00","3","1062.75","Regular"
"16215","80 days 02:32:00","1","242.35","Regular"
"16216","266 days 21:16:00","1","914.93","Lost"
"16217","234 days 23:19:00","4","259.39","Lost"
"16218","29 days 02:51:00","8","3054.87","Regular"
"16221","36 days 01:07:00","3","864.86","Regular"
"16222","317 days 23:12:00","1","846.72","Lost"
"16224","56 days 18:59:00","4","1295.30","Regular"
"16225","44 days 04:20:00","5","1096.32","Regular"
"16226","202 days 22:09:00","3","255.12","Lost"
"16227","218 days 20:23:00","2","308.32","Lost"
"16229","86 days 19:34:00","2","1010.60","Regular"
"16230","189 days 02:44:00","2","542.03","Lost"
"16232","32 days 01:38:00","5","983.23","Regular"
"16233","70 days 19:23:00","5","422.13","Regular"
"16235","40 days 01:54:00","6","858.41","Regular"
"16236","77 days 22:40:00","1","432.20","Regular"
"16239","56 days 04:21:00","3","372.90","Regular"
"16240","7 days 22:48:00","5","3693.81","Regular"
"16241","9 days 01:42:00","13","2607.87","Loyal"
"16242","7 days 21:38:00","8","3598.26","Regular"
"16243","33 days 00:18:00","2","409.10","Regular"
"16244","211 days 02:32:00","2","1522.75","Lost"
"16245","23 days 02:36:00","5","1352.36","Regular"
"16247","169 days 22:27:00","1","114.56","New"
"16248","61 days 01:18:00","1","152.94","New"
"16249","52 days 02:43:00","5","1800.07","Regular"
"16250","260 days 21:43:00","2","389.44","Lost"
"16252","365 days 20:35:00","1","-295.09","Lost"
"16253","31 days 01:27:00","3","3665.62","Regular"
"16255","16 days 00:10:00","10","2609.30","Loyal"
"16256","257 days 00:36:00","2","732.63","Lost"
"16257","176 days 02:39:00","1","46.95","New"
"16258","44 days 23:20:00","5","5203.51","Regular"
"16260","50 days 03:10:00","1","1035.45","Regular"
"16261","16 days 19:27:00","4","746.83","Regular"
"16262","360 days 00:55:00","1","-31.65","Lost"
"16265","8 days 20:09:00","11","5423.15","Loyal"
"16266","73 days 00:42:00","7","861.89","Regular"
"16268","70 days 18:20:00","2","667.65","Regular"
"16270","352 days 22:24:00","1","1141.24","Lost"
"16271","2 days 00:05:00","6","1423.29","Regular"
"16272","116 days 01:56:00","1","411.70","Regular"
"16274","372 days 21:15:00","1","357.95","Lost"
"16275","196 days 00:09:00","1","559.87","Lost"
"16276","176 days 03:16:00","1","810.60","Regular"
"16278","22 days 20:41:00","3","537.83","Regular"
"16279","20 days 21:50:00","4","1496.68","Regular"
"16281","71 days 21:53:00","1","2062.06","Regular"
"16282","339 days 01:08:00","1","168.30","Lost"
"16283","5 days 00:42:00","7","1531.51","Regular"
"16284","30 days 20:38:00","2","823.97","Regular"
"16287","169 days 03:42:00","1","142.50","New"
"16292","116 days 22:20:00","2","280.90","Regular"
"16293","8 days 03:37:00","12","2236.74","Loyal"
"16295","9 days 04:33:00","4","1328.55","Regular"
"16297","212 days 01:35:00","4","275.40","Lost"
"16298","22 days 00:51:00","3","598.20","Regular"
"16302","107 days 03:25:00","2","212.82","Regular"
"16303","25 days 02:01:00","4","5305.83","Regular"
"16305","138 days 00:32:00","1","361.22","Regular"
"16306","213 days 00:38:00","9","602.27","Lost"
"16308","37 days 01:26:00","4","2560.00","Regular"
"16309","91 days 00:24:00","3","686.67","Regular"
"16311","17 days 03:56:00","2","616.26","Regular"
"16313","2 days 23:48:00","2","274.15","Regular"
"16315","330 days 00:53:00","1","226.37","Lost"
"16316","63 days 23:02:00","12","2755.56","Loyal"
"16317","119 days 00:04:00","3","1341.65","Regular"
"16318","34 days 23:45:00","1","328.15","Regular"
"16319","217 days 01:23:00","1","404.40","Lost"
"16320","171 days 21:25:00","2","1038.46","Regular"
"16321","71 days 21:55:00","7","230.70","Regular"
"16322","21:09:00","2","326.75","Regular"
"16323","195 days 22:02:00","1","207.50","Lost"
"16324","127 days 23:52:00","3","428.68","Regular"
"16325","43 days 20:21:00","5","510.54","Regular"
"16326","5 days 02:39:00","15","3085.96","Loyal"
"16327","13 days 23:27:00","6","3844.22","Regular"
"16330","17 days 00:26:00","4","242.21","Regular"
"16332","27 days 22:28:00","8","1583.20","Regular"
"16333","7 days 00:31:00","22","26626.80","Loyal"
"16337","36 days 02:47:00","1","151.05","New"
"16338","156 days 22:54:00","1","214.80","Regular"
"16339","283 days 23:09:00","1","109.95","Lost"
"16340","106 days 21:57:00","1","549.07","Regular"
"16341","24 days 03:38:00","6","1959.38","Regular"
"16342","74 days 22:14:00","4","322.41","Regular"
"16343","15 days 19:05:00","2","370.48","Regular"
"16344","157 days 21:00:00","1","101.10","New"
"16345","43 days 20:47:00","1","575.41","Regular"
"16347","10 days 23:36:00","2","887.65","Regular"
"16348","31 days 21:06:00","7","1469.45","Regular"
"16349","290 days 00:10:00","1","53.50","Lost"
"16350","20 days 20:57:00","5","1100.47","Regular"
"16351","332 days 02:24:00","1","153.90","Lost"
"16352","17 days 02:18:00","2","494.44","Regular"
"16353","3 days 00:27:00","23","6675.71","Loyal"
"16354","62 days 22:22:00","2","395.80","Regular"
"16356","197 days 00:59:00","4","210.32","Lost"
"16357","32 days 20:46:00","3","658.88","Regular"
"16358","21:41:00","5","2024.95","Regular"
"16359","6 days 19:46:00","12","1460.37","Loyal"
"16360","4 days 00:34:00","8","3411.69","Regular"
"16361","9 days 00:18:00","4","896.66","Regular"
"16362","31 days 23:49:00","9","652.07","Regular"
"16363","52 days 22:36:00","1","109.36","New"
"16364","11 days 01:23:00","2","707.04","Regular"
"16365","17 days 01:26:00","9","1540.42","Regular"
"16366","18 days 04:31:00","1","327.30","Regular"
"16367","36 days 23:37:00","2","804.49","Regular"
"16368","1 day 23:38:00","2","497.43","Regular"
"16369","17 days 20:25:00","3","1553.66","Regular"
"16370","81 days 20:55:00","4","1320.56","Regular"
"16372","32 days 23:42:00","2","367.93","Regular"
"16374","65 days 21:29:00","2","473.03","Regular"
"16376","8 days 01:12:00","3","977.52","Regular"
"16377","266 days 21:09:00","1","676.20","Lost"
"16378","246 days 21:43:00","3","362.95","Lost"
"16379","3 days 21:12:00","5","2131.90","Regular"
"16380","60 days 21:10:00","1","1780.59","Regular"
"16383","74 days 00:05:00","2","668.36","Regular"
"16384","89 days 01:31:00","2","584.50","Regular"
"16385","59 days 23:38:00","3","555.89","Regular"
"16386","28 days 00:22:00","2","317.20","Regular"
"16387","322 days 01:16:00","1","94.36","Lost"
"16389","52 days 22:09:00","5","1362.27","Regular"
"16392","269 days 00:39:00","1","221.19","Lost"
"16393","1 day 23:59:00","20","2941.05","Loyal"
"16394","49 days 17:34:00","9","1412.06","Regular"
"16395","60 days","5","1486.90","Regular"
"16398","144 days 02:36:00","4","1631.15","Regular"
"16399","18 days 20:38:00","2","408.57","Regular"
"16400","94 days 00:23:00","1","303.93","Regular"
"16401","18:35:00","20","4061.24","Loyal"
"16402","264 days 00:25:00","2","299.60","Lost"
"16403","301 days 20:10:00","2","161.05","Lost"
"16404","69 days 21:55:00","1","443.05","Regular"
"16405","301 days 21:26:00","2","167.25","Lost"
"16406","18 days 00:53:00","1","163.07","New"
"16407","12 days 01:45:00","10","2126.93","Loyal"
"16409","35 days 20:05:00","5","2028.88","Regular"
"16411","18 days 23:27:00","2","214.65","Regular"
"16412","53 days 00:15:00","1","151.83","New"
"16413","56 days 00:42:00","1","262.20","Regular"
"16414","21 days 03:08:00","2","126.25","New"
"16415","43 days 23:15:00","1","210.35","Regular"
"16416","26 days","4","1026.99","Regular"
"16418","44 days 00:11:00","3","675.27","Regular"
"16419","112 days 00:17:00","7","959.48","Regular"
"16422","16 days 22:50:00","75","33805.69","Loyal"
"16423","24 days 03:29:00","1","346.12","Regular"
"16424","190 days 23:10:00","2","82.56","Lost"
"16425","301 days 22:20:00","1","302.70","Lost"
"16426","1 day 22:49:00","10","1908.25","Loyal"
"16427","262 days 19:40:00","2","241.06","Lost"
"16428","80 days 20:19:00","1","-2.95","New"
"16429","105 days 22:56:00","1","284.55","Regular"
"16430","56 days 22:03:00","1","300.85","Regular"
"16431","212 days 22:41:00","3","642.81","Lost"
"16432","63 days 22:51:00","1","287.40","Regular"
"16433","27 days 22:41:00","1","184.26","New"
"16434","28 days 22:22:00","7","1522.25","Regular"
"16438","5 days 01:59:00","5","798.35","Regular"
"16440","7 days 00:48:00","5","3640.67","Regular"
"16441","66 days 19:02:00","2","381.20","Regular"
"16442","1 day 01:07:00","3","616.79","Regular"
"16444","45 days 23:00:00","5","638.77","Regular"
"16445","33 days 00:18:00","1","230.51","Regular"
"16446","03:23:00","3","2.90","Regular"
"16447","135 days 00:05:00","1","259.01","Regular"
"16448","197 days 20:22:00","1","188.89","Lost"
"16449","190 days 01:43:00","3","674.69","Lost"
"16450","149 days 01:03:00","1","311.92","Regular"
"16451","87 days 03:33:00","1","266.97","Regular"
"16454","44 days 01:10:00","3","-8.15","Regular"
"16455","63 days 00:33:00","7","1841.18","Regular"
"16456","98 days 23:00:00","5","2158.37","Regular"
"16457","217 days 23:31:00","1","208.36","Lost"
"16458","2 days 03:16:00","18","3482.74","Loyal"
"16460","27 days 23:04:00","3","814.72","Regular"
"16461","177 days 00:43:00","1","151.42","New"
"16462","63 days 18:34:00","4","102.0","Regular"
"16463","20 days 22:49:00","7","1383.70","Regular"
"16464","19 days 00:39:00","3","1314.68","Regular"
"16466","33 days 01:15:00","7","1603.46","Regular"
"16468","73 days 22:37:00","1","74.90","New"
"16469","23 days 00:25:00","4","650.43","Regular"
"16470","51 days 00:39:00","5","757.44","Regular"
"16471","274 days 03:09:00","1","223.95","Lost"
"16473","164 days 03:40:00","4","314.86","Regular"
"16474","6 days 23:48:00","11","1811.47","Loyal"
"16475","87 days 22:13:00","4","544.30","Regular"
"16477","63 days 03:06:00","7","2494.46","Regular"
"16478","24 days 20:59:00","3","331.00","Regular"
"16479","9 days 23:10:00","2","300.83","Regular"
"16480","75 days 01:10:00","1","769.29","Regular"
"16482","15 days 00:17:00","1","220.62","Regular"
"16483","191 days 23:42:00","1","139.35","Lost"
"16484","173 days 00:44:00","3","379.40","Regular"
"16485","76 days 21:00:00","1","363.65","Regular"
"16488","32 days 23:08:00","4","492.20","Regular"
"16491","46 days 02:32:00","1","731.50","Regular"
"16493","72 days 01:37:00","6","1329.66","Regular"
"16494","296 days 00:01:00","1","826.53","Lost"
"16495","2 days 23:30:00","3","684.41","Regular"
"16496","8 days 02:19:00","4","1562.22","Regular"
"16497","49 days 01:55:00","6","2965.69","Regular"
"16498","160 days 21:43:00","3","86.12","Regular"
"16499","359 days 21:30:00","5","319.10","Lost"
"16500","4 days 00:46:00","6","400.86","Regular"
"16503","106 days 01:04:00","5","1421.43","Regular"
"16504","24 days 21:32:00","1","484.38","Regular"
"16505","31 days 00:36:00","1","777.60","Regular"
"16506","19 days 00:33:00","2","90.30","New"
"16509","296 days 03:25:00","1","363.70","Lost"
"16510","371 days 23:11:00","1","248.10","Lost"
"16511","21 days 02:09:00","3","950.26","Regular"
"16513","4 days 02:32:00","4","874.59","Regular"
"16515","51 days 23:40:00","5","1627.13","Regular"
"16516","29 days 21:51:00","1","101.70","New"
"16517","276 days 23:00:00","1","162.70","Lost"
"16518","60 days 21:46:00","3","480.92","Regular"
"16519","24 days 21:09:00","2","215.08","Regular"
"16520","185 days 23:26:00","4","1036.62","Lost"
"16523","1 day 03:44:00","28","9295.67","Loyal"
"16525","1 day 21:43:00","29","11895.57","Loyal"
"16526","171 days 00:48:00","1","290.36","Regular"
"16527","80 days 20:29:00","1","228.06","Regular"
"16528","3 days 00:05:00","1","244.41","Regular"
"16529","189 days 19:27:00","1","455.25","Lost"
"16531","21 days 20:21:00","7","1244.59","Regular"
"16532","17 days 01:42:00","3","6748.80","Regular"
"16533","18 days 23:42:00","5","1026.94","Regular"
"16535","4 days 21:32:00","1","593.75","Regular"
"16536","106 days 23:30:00","2","539.02","Regular"
"16539","2 days 04:09:00","4","1388.81","Regular"
"16542","53 days 02:03:00","1","119.62","New"
"16545","164 days 02:13:00","1","339.30","Regular"
"16546","290 days 01:30:00","3","-95.93","Lost"
"16549","9 days 21:44:00","10","4154.64","Loyal"
"16550","108 days 01:38:00","9","2266.25","Regular"
"16551","95 days 03:12:00","3","922.12","Regular"
"16552","242 days 02:46:00","2","379.73","Lost"
"16553","162 days 21:08:00","14","5664.57","Loyal"
"16554","2 days 21:58:00","7","641.55","Regular"
"16555","34 days 22:19:00","2","285.89","Regular"
